candidate_id,name_tr,name_en,target_state,preferred_source,candidate_1_food_id,candidate_1_name_en,candidate_1_name_tr,candidate_1_category,candidate_1_calories_100g,candidate_1_protein_100g,candidate_1_carbs_100g,candidate_1_fat_100g,candidate_1_fiber_100g,candidate_1_sugar_100g,candidate_1_sodium_mg_100g,candidate_1_score,candidate_2_food_id,candidate_2_name_en,candidate_2_name_tr,candidate_2_category,candidate_2_calories_100g,candidate_2_protein_100g,candidate_2_carbs_100g,candidate_2_fat_100g,candidate_2_fiber_100g,candidate_2_sugar_100g,candidate_2_sodium_mg_100g,candidate_2_score,candidate_3_food_id,candidate_3_name_en,candidate_3_name_tr,candidate_3_category,candidate_3_calories_100g,candidate_3_protein_100g,candidate_3_carbs_100g,candidate_3_fat_100g,candidate_3_fiber_100g,candidate_3_sugar_100g,candidate_3_sodium_mg_100g,candidate_3_score,match_status,review_note
wl_102,Zencefil Çayı,Ginger tea,unsweetened,MANUAL_REVIEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manual_review_needed,Low-coverage or baseline item — manual nutrition review; USDA optional.
wl_111,Yaban Mersini,Blueberries,raw,USDA,6425,"Blueberries, Raw",Çiğ Yaban Mersini,Meyve,63.8563,0.7031,14.5718,0.3063,0,0,0,88.5,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_112,Ahududu,Raspberries,raw,USDA,5990,"Raspberries, Raw",Çiğ Ahududu,Meyve,57.3375,1.0081,12.9044,0.1875,0,0,0,88.5,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_113,Böğürtlen,Blackberries,raw,USDA,776,Blackberry Juice,Böğürtlen suyu,İçecek,38,0.3,7.8,0.6,0.1,7.7,1,35,6464,Raw Blackberry,Çiğ böğürtlen,Meyve,43,1.39,9.61,0.49,5.3,4.88,1,35,,,,,,,,,,,,,wrong_or_weak_match,Weak name/category alignment — do not auto-import.
wl_114,Misket Limonu,Lime,raw,USDA,4027,"Lime Juice, Raw","Lime suyu, çiğ",İçecek,25,0.42,8.42,0.07,0.4,1.69,2,55.1667,4028,"Limes, Raw","Lime, çiğ",Meyve,30,0.7,10.54,0.2,2.8,1.69,2,55.1667,4187,"Fruit Ice Pop, Lime","Meyveli Buzlu Çubuk, Lime Aromalı",Tatlı,128,0.4,32.6,0,0,32.6,22,55.1667,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_115,Trabzon Hurması,Persimmon,raw,USDA,6168,Raw Japanese Persimmon,Çiğ Japon Trabzon Hurması,Meyve,70,0.58,18.59,0.19,3.6,12.53,1,88.5,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_116,Çarkıfelek,Passion fruit,raw,USDA,6258,Raw Purple Passion Fruit,Çiğ Mor Çarkıfelek Meyvesi,Meyve,97,2.2,23.38,0.7,10.4,11.2,28,88.5,4210,Purple Passion Fruit Juice,Mor Çarkıfelek Meyvesi Suyu,İçecek,51,0.39,13.6,0.05,0.2,13.4,6,88.5,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_117,Kuru İncir,Dried figs,dried,USDA,2262,Stewed Dried Figs,Haşlanmış Kuru İncir,Meyve,107,1.42,27.57,0.4,4.2,23.35,4,88.5,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_118,Kuru Erik,Prunes,dried,USDA,3420,Dried Prunes,Kuru Erik,Meyve,240,2.18,63.88,0.38,7.1,38.13,2,90,3419,Dried Prunes,Kuru Erik,Meyve,339,3.7,89.07,0.73,0,0,5,90,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_119,Kızılcık,Cranberries,raw,USDA,6405,Raw Cranberries,Çiğ Turna Yemişi,Meyve,46,0.46,11.97,0.13,3.6,4.27,2,63.5,3611,Dried Sweetened Cranberries,Kurutulmuş Şekerli Turna Yemişi,Meyve,308,0.17,82.8,1.09,5.3,72.56,5,28.5,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_120,Kestane (Haşlanmış),Chestnuts boiled,boiled,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_121,Ananas,Pineapple,raw,USDA,55,Pineapple Grapefruit Juice Drink,Ananas-greyfurt suyu içeceği,İçecek,47,0.2,11.6,0.1,0.1,11.52,14,88.5,5998,Raw Pineapple,Çiğ Ananas,Meyve,50,0.54,13.12,0.12,1.4,9.85,1,88.5,4186,"Fruit Ice Pop, Pineapple Coconut","Meyveli Buzlu Çubuk, Ananas Hindistan Cevizi",Tatlı,113,0,23.9,2.6,0.7,0,35,88.5,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_122,Mango,Mango,raw,USDA,6353,"Ataulfo Mango, Raw, Peeled",Çiğ Soyulmuş Ataulfo Mango,Meyve,78.4665,0.6875,17.3962,0.6813,1.289,0,0,88.5,4087,"Mango Nectar, Canned","Mango nektarı, konserve",İçecek,51,0.11,13.12,0.06,0.3,12.45,5,88.5,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_123,Avokado,Avocado,raw,USDA,6009,"Avocado, Raw",Çiğ Avokado,Meyve,160,2,8.53,14.66,6.7,0.66,7,88.5,87,Avocado Oil,Avokado yağı,Yağlar,884,0,0,100,0,0,0,78.5,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_124,Greyfurt,Grapefruit,raw,USDA,55,Pineapple Grapefruit Juice Drink,Ananas-greyfurt suyu içeceği,İçecek,47,0.2,11.6,0.1,0.1,11.52,14,88.5,534,White Grapefruit,Beyaz Greyfurt,Meyve,32,0.63,8.19,0.1,0,0,0,88.5,537,White Grapefruit Juice,Beyaz Greyfurt Suyu,İçecek,39,0.5,9.2,0.1,0.1,9.1,1,88.5,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_125,Mandalina,Mandarin,raw,USDA,6357,"Mandarin, Raw, Peeled, Seedless",Çiğ Soyulmuş Çekirdeksiz Mandalina,Meyve,61.9623,1.0394,13.4218,0.4575,1.328,0,0,88.5,6213,Raw Clementines,Çiğ Klementin Mandalina,Meyve,47,0.85,12.02,0.15,1.7,9.18,1,35,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_126,Ayva,Quince,raw,USDA,109,"Quince, Raw","Ayva, Çiğ",Meyve,57,0.4,15.3,0.1,1.9,0,4,88.5,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_127,Dut,Mulberry,raw,USDA,1799,"Mulberries, Raw","Dut, çiğ",Meyve,43,1.44,9.8,0.39,1.7,8.1,10,35,,,,,,,,,,,,,,,,,,,,,,,,,wrong_or_weak_match,Weak name/category alignment — do not auto-import.
wl_128,Kuru Üzüm,Raisins,dried,USDA,5889,Seeded Raisins,Çekirdekli Kuru Üzüm,Meyve,296,2.52,78.47,0.54,6.8,0,28,88.5,5059,Milk Chocolate-Covered Raisins,Sütlü Çikolata Kaplı Kuru Üzüm,Tatlı,390,4.1,68.4,14.8,3.1,62.22,36,78.5,1920,Homemade with Raisins Oatmeal Cookie,Ev Yapımı Kuru Üzümlü Yulaflı Kurabiye,Tatlı,447,6.8,66.4,17.9,0,0,598,61.8333,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_129,Kuru Kayısı,Dried apricots,dried,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_130,Hurma,Dates,dried,USDA,1260,Deglet Noor Dates,Deglet Noor Hurması,Meyve,282,2.45,75.03,0.39,8,63.35,2,63.5,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_131,Kavun,Melon,raw,USDA,637,Horned Melon (Kiwano),Boynuzlu Kavun (Kiwano),Meyve,44,1.78,7.56,1.26,0,0,2,88.5,6201,"Cantaloupe Melon, Raw",Çiğ Kavun,Meyve,34,0.82,8.16,0.18,0.8,0,30,88.5,802,"Casaba Melon, Raw","Casaba kavunu, çiğ",Meyve,28,1.11,6.58,0.1,0.9,5.69,9,63.5,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_132,Kiraz,Cherries,raw,USDA,6370,"Sweet Cherries, Raw",Çiğ Tatlı Kiraz,Meyve,70.5425,1.0394,16.1631,0.1925,0,0,0,88.5,5164,"Sweet Cherries, Raw","Tatlı Kiraz, Çiğ",Meyve,63,1.06,16.01,0.2,2.1,12.82,0,88.5,4096,"Maraschino Cherries, Canned","Maraschino kirazı, konserve",Meyve,165,0.22,41.97,0.21,3.2,38.77,4,63.5,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_133,Vişne,Sour cherries,raw,USDA,5460,"Sour Cherries, Raw","Vişne, Çiğ",Meyve,50,1,12.18,0.3,1.6,8.49,3,88.5,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_134,Böğürtlen (Dondurulmuş),Blackberries frozen,frozen,USDA,1753,Frozen Unsweetened Blackberry,Dondurulmuş şekersiz böğürtlen,Meyve,64,1.18,15.67,0.43,5,10.67,1,47.5,,,,,,,,,,,,,,,,,,,,,,,,,likely_match_manual_check,Plausible USDA candidate — manual review required before catalog update.
wl_135,Muz (Olgun),Banana ripe,raw,USDA,6262,"Banana, Raw",Çiğ Muz,Meyve,89,1.09,22.84,0.33,2.6,12.23,1,68.5,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_136,Elma (Yeşil),Green apple,raw,USDA,6172,"Apple, Raw, With Skin",Çiğ Kabuklu Elma,Meyve,52,0.26,13.81,0.17,2.4,10.39,1,74.2143,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_137,Armut (Williams),Williams pear,raw,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_138,Şeftali,Peach,raw,USDA,6504,"Peach, Raw",Çiğ Şeftali,Meyve,42,0.91,10.1,0.27,1.5,0,13,88.5,3360,Canned Peach Nectar,Konserve Şeftali Nektarı,İçecek,49,0.1,11.61,0.57,0.1,12.08,11,88.5,3348,Canned or Bottled Peach Juice,Konserve veya Şişelenmiş Şeftali Suyu,İçecek,44,0.63,11.57,0.03,1.3,10.27,4,88.5,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_139,Nektarin,Nectarine,raw,USDA,6266,"Nectarine, Raw",Çiğ Nektarin,İçecek,39,1.06,9.18,0.28,1.5,0,13,88.5,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_140,Erik,Plum,raw,USDA,6132,Raw Plum,Çiğ Erik,Meyve,46,0.7,11.42,0.28,1.4,9.92,0,88.5,3347,Canned or Bottled Plum Juice,Konserve veya Şişelenmiş Erik Suyu,İçecek,58,0.51,15.15,0.02,0.9,14.22,1,88.5,2515,"Java Plum, Raw","Java Eriği, Çiğ",Meyve,60,0.72,15.56,0.23,0,0,14,63.5,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_141,Kayısı,Apricot,raw,USDA,6182,"Apricot, Raw, With Skin",Çiğ Kabuklu Kayısı,Meyve,48.445,0.9613,10.2387,0.405,1.51,0,0,88.5,3107,"Apricot Nectar, Canned",Konserve Kayısı Nektarı,İçecek,56,0.17,13.63,0.45,0.1,12.79,8,88.5,2673,Apricot Kernel Oil,Kayısı çekirdeği yağı,Yağlar,884,0,0,100,0,0,0,78.5,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_142,İncir (Taze),Fresh fig,raw,USDA,6501,Raw Figs,Çiğ İncir,Meyve,74,0.75,19.18,0.3,2.9,16.26,1,22.5,,,,,,,,,,,,,,,,,,,,,,,,,wrong_or_weak_match,Weak name/category alignment — do not auto-import.
wl_143,Nar,Pomegranate,raw,USDA,6265,Raw Pomegranate,Çiğ Nar,Meyve,83,1.67,18.7,1.17,4,13.67,3,88.5,6671,Bottled Pomegranate Juice,Şişelenmiş Nar Suyu,İçecek,54,0.15,13.13,0.29,0.1,12.65,9,88.5,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_144,Böğürtlen Reçeli Meyvesi,Mixed berries,raw,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_145,Kuru Dut,Dried mulberry,dried,MANUAL_REVIEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manual_review_needed,Low-coverage or baseline item — manual nutrition review; USDA optional.
wl_146,Turp,Radish,raw,USDA,576,"White Icicle Radish, Raw","Beyaz Uzun Turp, Çiğ",Sebze,14,1.1,2.63,0.1,1.4,0,16,88.5,5287,"Radish Sprouts, Raw","Turp Filizi, Çiğ",Sebze,43,3.81,3.6,2.53,0,0,6,88.5,6235,"Red Radishes, Raw",Çiğ Kırmızı Turp,Sebze,19.6004,0.6563,4.0568,0.0831,1.314,0,51.16,63.5,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_147,Brüksel Lahanası (Haşlanmış),Brussels sprouts boiled,boiled,USDA,2340,Boiled without Salt Brussels Sprouts,Haşlanmış tuzsuz brüksel lahanası,Sebze,36,2.55,7.1,0.5,2.6,1.74,21,60,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_148,Kuşkonmaz (Haşlanmış),Asparagus boiled,boiled,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_149,Bakla (Taze),Fava beans fresh,raw,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_150,Maydanoz (Taze),Parsley fresh,raw,USDA,5213,Fresh Parsley,Taze Maydanoz,Baharat,36,2.97,6.33,0.79,3.3,0.85,56,60,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_151,Dereotu (Taze),Dill fresh,raw,USDA,5209,Fresh Dill,Taze Dereotu,Baharat,43,3.46,7.02,1.12,2.1,0,61,50,,,,,,,,,,,,,,,,,,,,,,,,,likely_match_manual_check,Plausible USDA candidate — manual review required before catalog update.
wl_152,Kırmızı Lahana (Çiğ),Red cabbage raw,raw,USDA,6257,"Red Cabbage, Raw",Çiğ Mor Lahana,Sebze,34.0538,1.2425,6.7899,0.2138,0,0,11.72,81.6667,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_153,Patates (Çiğ),Potato raw,raw,USDA,558,"White Potato, Raw, Flesh and Skin","Beyaz Patates, Çiğ, Etli Kısmı ve Kabuklu",Sebze,69,1.68,15.71,0.1,2.4,1.15,16,88.5,6372,Raw Sweet Potato,Çiğ Tatlı Patates,Sebze,86,1.57,20.12,0.05,3,4.18,55,60,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_154,Nane (Taze),Mint fresh,raw,USDA,5214,Fresh Peppermint,Taze Nane,Baharat,70,3.75,14.89,0.94,8,0,31,37.5,,,,,,,,,,,,,,,,,,,,,,,,,wrong_or_weak_match,Weak name/category alignment — do not auto-import.
wl_155,Soğan (Kuru),Onion dry,raw,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_156,Roka,Arugula,raw,USDA,6315,"Arugula, Raw",Çiğ Roka,Sebze,30.993,1.6487,5.3682,0.325,2.28,0,86.93,88.5,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_157,Marul (Iceberg),Iceberg lettuce,raw,USDA,6163,"Iceberg Lettuce, Raw",Çiğ Iceberg Marul,Sebze,17.1088,0.7425,3.3687,0.0737,0,0,16.11,88.5,2489,"Iceberg Lettuce, Raw","Iceberg marul, çiğ",Sebze,14,0.9,2.97,0.14,1.2,1.97,10,88.5,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_158,Ispanak (Çiğ),Spinach raw,raw,USDA,2181,"Mustard Spinach, Raw","Hardal ıspanağı, çiğ",Sebze,22,2.2,3.9,0.3,2.8,0,21,76,4076,"Vine Spinach, Raw","Malabar Ispanağı, Çiğ",Sebze,19,1.8,3.4,0.3,0,0,24,76,4987,"Water Spinach, Raw","Su Ispanağı, Çiğ",Sebze,19,2.6,3.13,0.2,2.1,0,113,76,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_159,Ispanak (Haşlanmış),Spinach boiled,boiled,USDA,5367,Boiled Spinach without Salt,Tuzsuz Haşlanmış Ispanak,Sebze,23,2.97,3.75,0.26,2.4,0.43,70,60,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_160,Brokoli (Haşlanmış),Broccoli boiled,boiled,USDA,2339,Boiled without Salt Broccoli,Haşlanmış tuzsuz brokoli,Sebze,35,2.38,7.18,0.41,3.3,1.39,41,60,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_161,Karnabahar (Haşlanmış),Cauliflower boiled,boiled,USDA,2638,"Cauliflower, Boiled without Salt","Karnabahar, Tuzsuz Haşlanmış",Sebze,23,1.84,4.11,0.45,2.3,2.08,15,88.5,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_162,Bezelye (Haşlanmış),Green peas boiled,boiled,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_163,Mısır (Haşlanmış),Sweet corn boiled,boiled,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_164,Patlıcan (Izgara),Eggplant grilled,grilled,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_165,Kabak (Izgara),Zucchini grilled,grilled,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_166,Biber (Kırmızı Çiğ),Red bell pepper raw,raw,USDA,6231,"Red Bell Pepper, Raw",Çiğ Kırmızı Dolmalık Biber,Sebze,31.3256,0.8956,6.6532,0.1256,1.158,0,0,90,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_167,Biber (Yeşil Çiğ),Green bell pepper raw,raw,USDA,6448,"Green Bell Pepper, Raw",Çiğ Yeşil Dolmalık Biber,Sebze,22.9291,0.715,4.7781,0.1063,0.9419,0,0,90,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_168,Salatalık (Çiğ),Cucumber raw,raw,USDA,6324,"Cucumber, Raw",Çiğ Salatalık,Sebze,15.9075,0.625,2.9525,0.1775,0,0,1.515,90,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_169,Domates (Çiğ),Tomato raw,raw,USDA,3925,"Red Tomatoes, Raw","Kırmızı Domates, Çiğ",Sebze,18,0.88,3.89,0.2,1.2,2.63,5,47.5,,,,,,,,,,,,,,,,,,,,,,,,,likely_match_manual_check,Plausible USDA candidate — manual review required before catalog update.
wl_170,Havuç (Çiğ),Carrot raw,raw,USDA,2194,"Carrots, Raw","Havuç, Çiğ",Sebze,41,0.93,9.58,0.24,2.8,4.74,69,77.5,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_171,Havuç (Haşlanmış),Carrot boiled,boiled,USDA,2193,"Carrots, Boiled without Salt","Havuç, Tuzsuz Haşlanmış",Sebze,35,0.76,8.22,0.18,3,3.45,58,47.5,,,,,,,,,,,,,,,,,,,,,,,,,likely_match_manual_check,Plausible USDA candidate — manual review required before catalog update.
wl_172,Kereviz (Çiğ),Celery raw,raw,USDA,6210,"Celery, Raw",Çiğ Kereviz Sapı,Sebze,16.6973,0.4922,3.3165,0.1625,0,0,97.21,90,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_173,Pırasa (Haşlanmış),Leek boiled,boiled,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_174,Mantar (Beyaz Çiğ),White mushrooms raw,raw,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_175,Mantar (Izgara),Mushrooms grilled,grilled,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_176,Patates (Fırın),Potato baked,baked,USDA,557,"White Potato, Baked, Flesh and Skin","Beyaz Patates, Fırınlanmış, Etli Kısmı ve Kabuklu",Sebze,92,2.1,21.08,0.15,2.1,1.53,7,76,5358,Baked Sweet Potato Flesh without Salt,Tuzsuz Fırınlanmış Tatlı Patates İçi,Sebze,90,2.01,20.71,0.15,3.3,6.48,36,47.5,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_177,Tatlı Patates (Fırın),Sweet potato baked,baked,USDA,5358,Baked Sweet Potato Flesh without Salt,Tuzsuz Fırınlanmış Tatlı Patates İçi,Sebze,90,2.01,20.71,0.15,3.3,6.48,36,51.6667,,,,,,,,,,,,,,,,,,,,,,,,,likely_match_manual_check,Plausible USDA candidate — manual review required before catalog update.
wl_178,Enginar (Haşlanmış),Artichoke boiled,boiled,USDA,2315,"Artichoke, Boiled, No Salt, Drained",Haşlanmış Tuzsuz Süzülmüş Enginar,Sebze,53,2.89,11.95,0.34,5.7,0.99,60,88.5,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_179,Semizotu,Purslane,raw,USDA,4824,"Purslane, Raw","Semizotu, Çiğ",Sebze,20,2.03,3.39,0.36,0,0,45,88.5,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_180,Pancar (Haşlanmış),Beet boiled,boiled,USDA,2324,Boiled Beets,Haşlanmış pancar,Sebze,44,1.68,9.96,0.18,2,7.96,77,47.5,,,,,,,,,,,,,,,,,,,,,,,,,likely_match_manual_check,Plausible USDA candidate — manual review required before catalog update.
wl_181,Lahana (Çiğ),Cabbage raw,raw,USDA,6026,"Green Cabbage, Raw",Çiğ Beyaz Lahana,Sebze,31.4275,0.9613,6.3838,0.2275,0,0,16.1,88.5,6257,"Red Cabbage, Raw",Çiğ Mor Lahana,Sebze,34.0538,1.2425,6.7899,0.2138,0,0,11.72,88.5,6472,Raw Cabbage,Çiğ lahana,Sebze,24,1.21,5.37,0.18,2.3,0,18,60,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_182,Sarımsak (Çiğ),Garlic raw,raw,USDA,6335,"Garlic, Raw",Çiğ Sarımsak,Sebze,143,6.62,28.2,0.38,2.7,0,0,90,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_183,Zencefil (Taze),Ginger root fresh,raw,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_184,Fesleğen (Taze),Basil fresh,raw,USDA,5210,Fresh Basil,Taze Fesleğen,Baharat,23,3.15,2.65,0.64,1.6,0.3,4,50,,,,,,,,,,,,,,,,,,,,,,,,,likely_match_manual_check,Plausible USDA candidate — manual review required before catalog update.
wl_185,Kekik (Taze),Thyme fresh,raw,USDA,5211,Fresh Thyme,Taze Kekik,Baharat,101,5.56,24.45,1.68,14,0,9,50,,,,,,,,,,,,,,,,,,,,,,,,,likely_match_manual_check,Plausible USDA candidate — manual review required before catalog update.
wl_186,Taze Fasulye (Haşlanmış),Green beans boiled,boiled,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_187,Bamya (Haşlanmış),Okra boiled,boiled,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_188,Pırasa (Çiğ),Leek raw,raw,USDA,4693,"Leeks, Raw","Pırasa, çiğ",Sebze,61,1.5,14.15,0.3,1.8,3.9,20,77.5,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_189,Turp Yaprağı,Radish greens,raw,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_190,Kabak (Çiğ),Zucchini raw,raw,USDA,6181,"Zucchini, Raw, With Skin",Çiğ Kabuklu Kabak,Sebze,19,0.9844,3.27,0.205,0.7525,0,0,88.5,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_191,Uskumru (Izgara),Mackerel grilled,grilled,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_192,Sardalya (Izgara),Sardine grilled,grilled,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_193,Kalamar (Izgara),Calamari grilled,grilled,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_194,Dana Antrikot (Izgara),Beef ribeye grilled,grilled,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_195,Hindi Budu (Fırın),Turkey leg roasted,baked,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_196,Ahtapot (Haşlanmış),Octopus boiled,boiled,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_197,Levrek (Izgara),Sea bass grilled,grilled,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
