catalog_food_id,slug,name_tr,name_en,category_tr,category_en,calories_100g,protein_100g,carbs_100g,fat_100g,fiber_100g,sugar_100g,sodium_mg_100g,default_portion_label_tr,default_portion_label_en,default_portion_grams,aliases_tr,aliases_en,tags,search_text_tr,search_text_en,source_type,source_name,source_food_id,confidence,review_status,visible
48,gozleme_peynirli,Gözleme (Peynirli),,Süt Ürünleri,Dairy,286.6667,10.8,33.5333,12.1333,0,0,0,1 Adet,,150,"Gözleme (Peynirli), Gözleme, gözleme peynirli, gözleme, gozleme peynirli",,"Vejetaryen, Kuruyemişsiz, Deniz Ürünsüz","Gözleme (Peynirli) Gözleme (Peynirli), Gözleme, gözleme peynirli, gözleme, gozleme peynirli Süt Ürünleri Vejetaryen, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
49,portakal,Portakal,,Meyve,Fruit,52.6667,0.9333,12,0.1333,0,0,0,1 Adet,,150,"Portakal, portakal",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif, Düşük GI","Portakal Portakal, portakal Meyve Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif, Düşük GI",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
50,mandalina,Mandalina,,Meyve,Fruit,58.6667,0.8,13.3333,0.2667,0,0,0,1 Adet,,75,"Mandalina, mandalina",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif","Mandalina Mandalina, mandalina Meyve Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
51,cilek,Çilek,,Meyve,Fruit,36.6667,0.6667,7.7333,0.3333,0,0,0,1 Kase,,150,"Çilek, çilek, cilek",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif, Düşük GI","Çilek Çilek, çilek, cilek Meyve Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif, Düşük GI",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
52,uzum,Üzüm,,Meyve,Fruit,76.6667,0.6667,18,0.2,0,0,0,1 Kase,,150,"Üzüm, üzüm, uzum",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz","Üzüm Üzüm, üzüm, uzum Meyve Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
53,karpuz,Karpuz,,Meyve,Fruit,34.5,0.6,7.6,0.2,0,0,0,1 Dilim,,200,"Karpuz, karpuz",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Düşük GI","Karpuz Karpuz, karpuz Meyve Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Düşük GI",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
54,kavun,Kavun,,Meyve,Fruit,38,0.8,8.2,0.2,0,0,0,1 Dilim,,200,"Kavun, kavun",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Düşük GI","Kavun Kavun, kavun Meyve Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Düşük GI",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
55,armut,Armut,,Meyve,Fruit,62.9412,0.4118,15,0.1176,0,0,0,1 Adet,,170,"Armut, armut",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif","Armut Armut, armut Meyve Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
56,kiraz,Kiraz,,Meyve,Fruit,70.6667,1.1333,16,0.2,0,0,0,1 Kase,,150,"Kiraz, kiraz",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif","Kiraz Kiraz, kiraz Meyve Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
57,erik,Erik,,Meyve,Fruit,50.7692,0.7692,11.3846,0.3077,0,0,0,1 Adet,,65,"Erik, erik",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif","Erik Erik, erik Meyve Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
58,i_ncir_taze,İncir (Taze),,Meyve,Fruit,84,0.8,19.2,0.4,0,0,0,1 Adet,,50,"İncir (Taze), İncir, incir taze, incir, i ncir taze",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif","İncir (Taze) İncir (Taze), İncir, incir taze, incir, i ncir taze Meyve Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
59,nar,Nar,,Meyve,Fruit,92,1.7,18.7,1.2,0,0,0,1 Kase,,100,"Nar, nar",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif, Akdeniz","Nar Nar, nar Meyve Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif, Akdeniz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
60,kivi,Kivi,,Meyve,Fruit,68,1.0667,14.6667,0.5333,0,0,0,1 Adet,,75,"Kivi, kivi",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif","Kivi Kivi, kivi Meyve Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
61,ananas,Ananas,,Meyve,Fruit,55,0.5,13.1,0.1,0,0,0,1 Dilim,,100,"Ananas, ananas",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif","Ananas Ananas, ananas Meyve Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
62,kayisi_taze,Kayısı (Taze),,Genel,General,54.2857,1.4286,11.1429,0.2857,0,0,0,1 Adet,,35,"Kayısı (Taze), Kayısı, kayısı taze, kayısı, kayisi taze",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif","Kayısı (Taze) Kayısı (Taze), Kayısı, kayısı taze, kayısı, kayisi taze Genel Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
63,hurma_medjool,Hurma (Medjool),,Meyve,Fruit,308.3333,1.6667,75,0,0,0,0,1 Adet,,24,"Hurma (Medjool), Hurma, hurma medjool, hurma",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz","Hurma (Medjool) Hurma (Medjool), Hurma, hurma medjool, hurma Meyve Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
64,greyfurt,Greyfurt,,Meyve,Fruit,47.3333,0.8,10.6667,0.1333,0,0,0,1 Adet,,150,"Greyfurt, greyfurt",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Düşük GI","Greyfurt Greyfurt, greyfurt Meyve Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Düşük GI",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
65,domates,Domates,,Sebze,Vegetable,20.8333,0.9167,3.9167,0.1667,0,0,0,1 Adet,,120,"Domates, domates",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Akdeniz, Düşük GI","Domates Domates, domates Sebze Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Akdeniz, Düşük GI",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
66,salatalik,Salatalık,,Sebze,Vegetable,18,0.7,3.6,0.1,0,0,0,1 Adet,,200,"Salatalık, salatalık, salatalik",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Düşük GI","Salatalık Salatalık, salatalık, salatalik Sebze Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Düşük GI",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
67,marul,Marul,,Sebze,Vegetable,17,0.9,3,0.1,0,0,0,1 Kase,,100,"Marul, marul",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Düşük GI","Marul Marul, marul Sebze Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Düşük GI",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
68,havuc,Havuç,,Sebze,Vegetable,43.3333,0.8333,9.6667,0.1667,0,0,0,1 Adet,,60,"Havuç, havuç, havuc",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif, Düşük GI","Havuç Havuç, havuç, havuc Sebze Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif, Düşük GI",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
69,brokoli_haslanmis,Brokoli (Haşlanmış),,Sebze,Vegetable,42,2.4,7.2,0.4,0,0,0,1 Porsiyon,,150,"Brokoli (Haşlanmış), Brokoli, brokoli haşlanmış, brokoli, brokoli haslanmis",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif, Düşük GI","Brokoli (Haşlanmış) Brokoli (Haşlanmış), Brokoli, brokoli haşlanmış, brokoli, brokoli haslanmis Sebze Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif, Düşük GI",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
70,karnabahar_haslanmis,Karnabahar (Haşlanmış),,Sebze,Vegetable,28,1.8,4.0667,0.5333,0,0,0,1 Porsiyon,,150,"Karnabahar (Haşlanmış), Karnabahar, karnabahar haşlanmış, karnabahar, karnabahar haslanmis",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Düşük GI, Keto","Karnabahar (Haşlanmış) Karnabahar (Haşlanmış), Karnabahar, karnabahar haşlanmış, karnabahar, karnabahar haslanmis Sebze Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Düşük GI, Keto",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
71,kabak_havuc,Kabak (Havuç),,Sebze,Vegetable,20,1.2,3.1,0.3,0,0,0,1 Porsiyon,,200,"Kabak (Havuç), Kabak, kabak havuç, kabak, kabak havuc",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Düşük GI","Kabak (Havuç) Kabak (Havuç), Kabak, kabak havuç, kabak, kabak havuc Sebze Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Düşük GI",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
72,patlican_izgara,Patlıcan (Izgara),,Sebze,Vegetable,40,0.7778,8.7222,0.2222,0,0,0,1 Porsiyon,,180,"Patlıcan (Izgara), Patlıcan, patlıcan ızgara, patlıcan, patlican izgara",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Akdeniz","Patlıcan (Izgara) Patlıcan (Izgara), Patlıcan, patlıcan ızgara, patlıcan, patlican izgara Sebze Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Akdeniz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
73,biber_dolmalik,Biber (Dolmalık),,Sebze,Vegetable,24,0.9,4.6,0.2,0,0,0,1 Adet,,100,"Biber (Dolmalık), Biber, biber dolmalık, biber, biber dolmalik",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Düşük GI","Biber (Dolmalık) Biber (Dolmalık), Biber, biber dolmalık, biber, biber dolmalik Sebze Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Düşük GI",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
74,roka,Roka,,Sebze,Vegetable,32.5,2.625,3.75,0.75,0,0,0,1 Kase,,80,"Roka, roka",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Akdeniz","Roka Roka, roka Sebze Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Akdeniz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
75,mantar_beyaz,Mantar (Beyaz),,Sebze,Vegetable,28,3.1,3.3,0.3,0,0,0,1 Kase,,100,"Mantar (Beyaz), Mantar, mantar beyaz, mantar",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Düşük GI","Mantar (Beyaz) Mantar (Beyaz), Mantar, mantar beyaz, mantar Sebze Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Düşük GI",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
76,patates_haslanmis,Patates (Haşlanmış),,Sebze,Vegetable,89.3333,1.8667,20.1333,0.1333,0,0,0,1 Adet,,150,"Patates (Haşlanmış), Patates, patates haşlanmış, patates, patates haslanmis",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz","Patates (Haşlanmış) Patates (Haşlanmış), Patates, patates haşlanmış, patates, patates haslanmis Sebze Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
77,misir_haslanmis,Mısır (Haşlanmış),,Sebze,Vegetable,111,3.4,21,1.5,0,0,0,1 Adet,,100,"Mısır (Haşlanmış), Mısır, mısır haşlanmış, mısır, misir haslanmis",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif","Mısır (Haşlanmış) Mısır (Haşlanmış), Mısır, mısır haşlanmış, mısır, misir haslanmis Sebze Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
78,bezelye_haslanmis,Bezelye (Haşlanmış),,Sebze,Vegetable,86,5.4,15.6,0.2,0,0,0,1 Kase,,150,"Bezelye (Haşlanmış), Bezelye, bezelye haşlanmış, bezelye, bezelye haslanmis",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif, Yüksek Protein","Bezelye (Haşlanmış) Bezelye (Haşlanmış), Bezelye, bezelye haşlanmış, bezelye, bezelye haslanmis Sebze Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
79,dana_biftek_izgara,Dana Biftek (Izgara),,Et & Tavuk,Meat & Poultry,266,26,0,18,0,0,0,1 Porsiyon,,150,"Dana Biftek (Izgara), Dana Biftek, dana biftek ızgara, dana biftek, dana biftek izgara",,"Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein, Keto","Dana Biftek (Izgara) Dana Biftek (Izgara), Dana Biftek, dana biftek ızgara, dana biftek, dana biftek izgara Et & Tavuk Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein, Keto",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
80,kuzu_pirzola_izgara,Kuzu Pirzola (Izgara),,Et & Tavuk,Meat & Poultry,289.1667,25,0,21,0,0,0,1 Porsiyon,,120,"Kuzu Pirzola (Izgara), Kuzu Pirzola, kuzu pirzola ızgara, kuzu pirzola, kuzu pirzola izgara",,"Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein, Keto","Kuzu Pirzola (Izgara) Kuzu Pirzola (Izgara), Kuzu Pirzola, kuzu pirzola ızgara, kuzu pirzola, kuzu pirzola izgara Et & Tavuk Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein, Keto",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
81,dana_kiyma_15_yag,Dana Kıyma (%15 Yağ),,Et & Tavuk,Meat & Poultry,239.3333,26,0,15,0,0,0,1 Porsiyon,,150,"Dana Kıyma (%15 Yağ), Dana Kıyma, dana kıyma %15 yağ, dana kıyma, dana kiyma 15 yag",,"Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein, Keto","Dana Kıyma (%15 Yağ) Dana Kıyma (%15 Yağ), Dana Kıyma, dana kıyma %15 yağ, dana kıyma, dana kiyma 15 yag Et & Tavuk Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein, Keto",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
82,hindi_gogsu_izgara,Hindi Göğsü (Izgara),,Et & Tavuk,Meat & Poultry,129.3333,30,0,1,0,0,0,1 Porsiyon,,150,"Hindi Göğsü (Izgara), Hindi Göğsü, hindi göğsü ızgara, hindi göğsü, hindi gogsu izgara",,"Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein, Keto","Hindi Göğsü (Izgara) Hindi Göğsü (Izgara), Hindi Göğsü, hindi göğsü ızgara, hindi göğsü, hindi gogsu izgara Et & Tavuk Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein, Keto",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
83,tavuk_kanat_firin,Tavuk Kanat (Fırın),,Et & Tavuk,Meat & Poultry,215,20,0,15,0,0,0,1 Porsiyon,,200,"Tavuk Kanat (Fırın), Tavuk Kanat, tavuk kanat fırın, tavuk kanat, tavuk kanat firin",,"Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein","Tavuk Kanat (Fırın) Tavuk Kanat (Fırın), Tavuk Kanat, tavuk kanat fırın, tavuk kanat, tavuk kanat firin Et & Tavuk Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
84,ton_baligi_konserve_suda,"Ton Balığı (Konserve, Suda)",,Balık & Deniz,Fish & Seafood,113,26,0,1,0,0,0,1 Porsiyon,,100,"Ton Balığı (Konserve, Suda), Ton Balığı, ton balığı konserve, suda, ton balığı, ton baligi konserve suda",,"Glutensiz, Laktozsuz, Kuruyemişsiz, Yüksek Protein, Keto, Akdeniz","Ton Balığı (Konserve, Suda) Ton Balığı (Konserve, Suda), Ton Balığı, ton balığı konserve, suda, ton balığı, ton baligi konserve suda Balık & Deniz Glutensiz, Laktozsuz, Kuruyemişsiz, Yüksek Protein, Keto, Akdeniz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
85,levrek_izgara,Levrek (Izgara),,Balık & Deniz,Fish & Seafood,119.3333,24,0,2.6,0,0,0,1 Porsiyon,,150,"Levrek (Izgara), Levrek, levrek ızgara, levrek, levrek izgara",,"Glutensiz, Laktozsuz, Kuruyemişsiz, Yüksek Protein, Keto, Akdeniz","Levrek (Izgara) Levrek (Izgara), Levrek, levrek ızgara, levrek, levrek izgara Balık & Deniz Glutensiz, Laktozsuz, Kuruyemişsiz, Yüksek Protein, Keto, Akdeniz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
86,cupra_izgara,Çupra (Izgara),,Balık & Deniz,Fish & Seafood,124.6667,21,0,4.5333,0,0,0,1 Porsiyon,,150,"Çupra (Izgara), Çupra, çupra ızgara, çupra, cupra izgara",,"Glutensiz, Laktozsuz, Kuruyemişsiz, Yüksek Protein, Akdeniz","Çupra (Izgara) Çupra (Izgara), Çupra, çupra ızgara, çupra, cupra izgara Balık & Deniz Glutensiz, Laktozsuz, Kuruyemişsiz, Yüksek Protein, Akdeniz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
87,hamsi_kizartma,Hamsi (Kızartma),,Balık & Deniz,Fish & Seafood,205,22,0,13,0,0,0,1 Porsiyon,,100,"Hamsi (Kızartma), Hamsi, hamsi kızartma, hamsi, hamsi kizartma",,"Glutensiz, Laktozsuz, Kuruyemişsiz, Yüksek Protein, Akdeniz","Hamsi (Kızartma) Hamsi (Kızartma), Hamsi, hamsi kızartma, hamsi, hamsi kizartma Balık & Deniz Glutensiz, Laktozsuz, Kuruyemişsiz, Yüksek Protein, Akdeniz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
88,karides_haslanmis,Karides (Haşlanmış),,Balık & Deniz,Fish & Seafood,99.1667,24,0,0.3333,0,0,0,1 Porsiyon,,120,"Karides (Haşlanmış), Karides, karides haşlanmış, karides, karides haslanmis",,"Glutensiz, Laktozsuz, Kuruyemişsiz, Yüksek Protein, Keto, Akdeniz","Karides (Haşlanmış) Karides (Haşlanmış), Karides, karides haşlanmış, karides, karides haslanmis Balık & Deniz Glutensiz, Laktozsuz, Kuruyemişsiz, Yüksek Protein, Keto, Akdeniz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
89,adana_kebap,Adana Kebap,,Et & Tavuk,Meat & Poultry,249.3333,22,2,17,0,0,0,1 Porsiyon,,150,"Adana Kebap, adana kebap",,"Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein","Adana Kebap Adana Kebap, adana kebap Et & Tavuk Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
90,sis_kebap_kuzu,Şiş Kebap (Kuzu),,Et & Tavuk,Meat & Poultry,217.3333,24,1,13,0,0,0,1 Porsiyon,,150,"Şiş Kebap (Kuzu), Şiş Kebap, şiş kebap kuzu, şiş kebap, sis kebap kuzu",,"Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein","Şiş Kebap (Kuzu) Şiş Kebap (Kuzu), Şiş Kebap, şiş kebap kuzu, şiş kebap, sis kebap kuzu Et & Tavuk Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
91,pastirma,Pastırma,,Et & Tavuk,Meat & Poultry,240,29.3333,1.3333,13.3333,0,0,0,1 Dilim,,15,"Pastırma, pastırma, pastirma",,"Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein, Keto","Pastırma Pastırma, pastırma, pastirma Et & Tavuk Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein, Keto",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
92,sucuk,Sucuk,,Et & Tavuk,Meat & Poultry,442,23,2,38,0,0,0,1 Dilim,,50,"Sucuk, sucuk",,"Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein, Keto","Sucuk Sucuk, sucuk Et & Tavuk Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein, Keto",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
