food_id,name,category,calories,protein,carbs,fat,proposed_status,review_status,notes,issues_summary
116,Ezogelin Çorbası,Çorba,154,7.5,22.5,3.8,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,TÜRKOMP/tarif hesabı gerekir Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
117,Tarhana Çorbası,Çorba,132,6.3,20,3,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,TÜRKOMP/tarif hesabı gerekir Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
118,İşkembe Çorbası,Çorba,122,11.3,5,6.3,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,TÜRKOMP/tarif hesabı gerekir Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
119,Pilav Üstü Döner (Tavuk),Et & Tavuk,651,52.5,63,21,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,TÜRKOMP/tarif hesabı gerekir Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
120,Kokoreç,Et & Tavuk,477,27,4.5,39,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,TÜRKOMP/tarif hesabı gerekir Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
121,Midye Dolma,Balık & Deniz,94,6,5,5.5,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,TÜRKOMP/tarif hesabı gerekir Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
122,Mercimek Köftesi,Et & Tavuk,240,10.5,36,6,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,TÜRKOMP/tarif hesabı gerekir Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
123,Pide (Kıymalı),Tahıl & Ekmek,730,35,80,30,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,TÜRKOMP/tarif hesabı gerekir Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
125,Revani,Tatlı,338,5,48,14,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,TÜRKOMP/tarif hesabı gerekir Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | sugar_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
126,Sütlaç,Tatlı,217,7,36,5,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | sugar_likely_placeholder_zero | category_mismatch: Süt Ürünleri -> Tatlı | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
127,Aşure,Tatlı,295,7.5,55,5,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,TÜRKOMP/tarif hesabı gerekir Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | sugar_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
128,Helva (Tahin),Tatlı,276,6,27,16,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,TÜRKOMP/tarif hesabı gerekir Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | sugar_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
129,Lokum,Tatlı,39,0,9.8,0,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,TÜRKOMP/tarif hesabı gerekir Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | sugar_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
135,Sosis (Dana),Et & Tavuk,239,9.6,1.6,21.6,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING,needs_review,USDA adayı reddedilsin; doğru kaynak tekrar aranmalı Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=bad_candidate_keyword | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
138,Kısır,Yemek,309,9,48,9,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,TÜRKOMP/tarif hesabı gerekir Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
140,Soya Sütü,Süt Ürünleri,131,7.9,15.1,4.3,USDA_RELATED_BUT_VALUES_DIFFER_REVIEW,needs_review,USDA adayını elle kontrol et; pişmiş/çiğ farkını netleştir Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,USDA_RELATED_BUT_VALUES_DIFFER_REVIEW | candidate_quality=likely_related | sugar_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
141,Şeftali,Meyve,59,1.4,14,0.4,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=bad_candidate_keyword | category_mismatch: Genel -> Meyve | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
142,Ayva,Meyve,57,0.4,15,0.2,USDA_RELATED_BUT_VALUES_DIFFER_REVIEW,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,USDA_RELATED_BUT_VALUES_DIFFER_REVIEW | candidate_quality=likely_related | category_mismatch: Genel -> Meyve | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
143,Limon,Meyve,17,0.6,5.4,0.2,CANDIDATE_WRONG_AND_CURRENT_SUSPICIOUS,needs_review,Limon makroları ve USDA eşleşmesi kaynakla doğrulanmalı. DÜZELTME ÖNCELİĞİ YÜKSEK Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,CANDIDATE_WRONG_AND_CURRENT_SUSPICIOUS | candidate_quality=bad_candidate_keyword | Önceki raporda current değer/makro uyumsuzluğu ve yanlış USDA adayı vardı. | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
144,Vişne,Meyve,50,1,12,0.3,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=bad_candidate_keyword | category_mismatch: Genel -> Meyve | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
145,Böğürtlen,Meyve,43,1.4,10,0.5,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=bad_candidate_keyword | category_mismatch: Genel -> Meyve | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
146,Ahududu,Meyve,52,1.2,12,0.7,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=bad_candidate_keyword | category_mismatch: Genel -> Meyve | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
147,Dut (Taze),Meyve,43,1.4,10,0.4,NO_CANDIDATE_KEEP_CURRENT_PENDING,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,NO_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=no_candidate | category_mismatch: Genel -> Meyve | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
148,Mango,Meyve,99,1.4,25,0.6,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=bad_candidate_keyword | category_mismatch: Genel -> Meyve | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
149,Papaya,Meyve,59,0.9,15,0.4,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=bad_candidate_keyword | category_mismatch: Genel -> Meyve | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
150,Kayısı (Kuru),Meyve,48,0.7,12.5,0.1,NO_CANDIDATE_KEEP_CURRENT_PENDING,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,NO_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=no_candidate | category_mismatch: Genel -> Meyve | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
151,Kuru Üzüm,Meyve,129,1.3,34,0.2,LIKELY_OK_OR_USDA_CLOSE,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,LIKELY_OK_OR_USDA_CLOSE | candidate_quality=likely_related | category_mismatch: Genel -> Meyve | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
152,Soğan (Çiğ),Sebze,40,1.1,9.3,0.1,USDA_RELATED_BUT_VALUES_DIFFER_REVIEW,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,USDA_RELATED_BUT_VALUES_DIFFER_REVIEW | candidate_quality=likely_related | category_mismatch: Genel -> Sebze | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
153,Sarımsak,Sebze,13,0.6,3,0,USDA_RELATED_BUT_VALUES_DIFFER_REVIEW,needs_review,Sarımsak porsiyon/makro değerleri USDA ile doğrulanmalı. DÜZELTME ÖNCELİĞİ YÜKSEK Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,USDA_RELATED_BUT_VALUES_DIFFER_REVIEW | candidate_quality=likely_related | macro_weight_over_105g(120.0); portion_grams_extreme(3.0) | category_mismatch: Genel -> Sebze | 100g makroları imkansız: protein 20g + karbonhidrat 100g = 120g; değer değişmeli. | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
154,Lahana (Beyaz),Sebze,25,1.3,5.8,0.1,LIKELY_OK_OR_USDA_CLOSE,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,LIKELY_OK_OR_USDA_CLOSE | candidate_quality=likely_related | category_mismatch: Genel -> Sebze | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
156,Pırasa,Sebze,54,1.3,12.6,0.3,LIKELY_OK_OR_USDA_CLOSE,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,LIKELY_OK_OR_USDA_CLOSE | candidate_quality=likely_related | category_mismatch: Genel -> Sebze | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
157,Enginar,Sebze,53,3.3,11.8,0.2,LIKELY_OK_OR_USDA_CLOSE,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,LIKELY_OK_OR_USDA_CLOSE | candidate_quality=likely_related | category_mismatch: Genel -> Sebze | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
158,Bamya (Haşlanmış),Sebze,33,2,7.5,0.2,NO_CANDIDATE_KEEP_CURRENT_PENDING,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,NO_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=no_candidate | category_mismatch: Genel -> Sebze | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
159,Semizotu,Sebze,20,2,3.4,0.4,LIKELY_OK_OR_USDA_CLOSE,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,LIKELY_OK_OR_USDA_CLOSE | candidate_quality=likely_related | category_mismatch: Genel -> Sebze | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
160,Taze Fasulye,Baklagil,31,1.8,7,0.1,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING,needs_review,USDA adayı reddedilsin; doğru kaynak tekrar aranmalı Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=bad_candidate_keyword | fiber_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
161,Barbunya (Haşlanmış),Baklagil,127,8.7,22.8,0.5,NO_CANDIDATE_KEEP_CURRENT_PENDING,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,NO_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=no_candidate | category_mismatch: Genel -> Baklagil | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
162,Patlıcan Kızartma,Sebze,320,4,18,26,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,TÜRKOMP/tarif hesabı gerekir Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
163,Biber (Çiğ),Sebze,31,1,7,0.3,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING,needs_review,USDA adayı reddedilsin; doğru kaynak tekrar aranmalı Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=bad_candidate_keyword | fiber_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
164,Karnabahar Kızartma,Sebze,180,5,14,12,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,TÜRKOMP/tarif hesabı gerekir Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
165,Patates Kızartması,Sebze,365,4,48,17,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,TÜRKOMP/tarif hesabı gerekir Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=likely_related | fiber_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
172,Yoğurt (Yarım Yağlı),Süt Ürünleri,77,4.3,5.6,3.8,NO_CANDIDATE_KEEP_CURRENT_PENDING,needs_review,Kaynak bulunana kadar pending kalsın Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,NO_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
174,Sahanda Yumurta,Yumurta,196,13,1,15,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | category_mismatch: Genel -> Yumurta | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
175,Sucuklu Yumurta,Et & Tavuk,380,20,2,32,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,TÜRKOMP/tarif hesabı gerekir Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
176,Et Sote,Et & Tavuk,285,28,6,16,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,TÜRKOMP/tarif hesabı gerekir Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
177,Tas Kebabı,Et & Tavuk,340,26,12,22,NO_CANDIDATE_KEEP_CURRENT_PENDING,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,NO_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=no_candidate | category_mismatch: Genel -> Et & Tavuk | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
178,Musakka,Yemek,320,14,22,20,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | category_mismatch: Genel -> Yemek | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
179,Etli Güveç,Yemek,310,24,18,16,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | category_mismatch: Genel -> Yemek | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
180,Köfte (Ev Yapımı),Et & Tavuk,280,22,8,18,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,TÜRKOMP/tarif hesabı gerekir Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
181,Ciğer (Kızartma),Et & Tavuk,330,26,10,20,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | category_mismatch: Genel -> Et & Tavuk | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
182,Salam,Et & Tavuk,152,6,1,14,USDA_RELATED_BUT_VALUES_DIFFER_REVIEW,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,USDA_RELATED_BUT_VALUES_DIFFER_REVIEW | candidate_quality=likely_related | category_mismatch: Genel -> Et & Tavuk | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
183,Jambon,Et & Tavuk,46,5.5,0.5,2.5,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=bad_candidate_keyword | category_mismatch: Genel -> Et & Tavuk | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
185,Şehriye (Haşlanmış),Tahıl & Ekmek,157,5.8,30.9,0.9,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | category_mismatch: Genel -> Tahıl & Ekmek | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
187,Bulgur Köftesi,Et & Tavuk,210,6,36,5,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,TÜRKOMP/tarif hesabı gerekir Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
188,Kırmızı Mercimek (Haşlanmış),Baklagil,116,9,20,0.4,NO_CANDIDATE_KEEP_CURRENT_PENDING,needs_review,Kaynak bulunana kadar pending kalsın Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,NO_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=no_candidate | fiber_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
189,Yeşil Mercimek (Haşlanmış),Baklagil,116,9,20,0.4,NO_CANDIDATE_KEEP_CURRENT_PENDING,needs_review,Kaynak bulunana kadar pending kalsın Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,NO_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=no_candidate | fiber_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
190,Barbunya Pilaki,Yemek,220,8,32,7,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | category_mismatch: Genel -> Yemek | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
191,Nohut Yemeği,Baklagil,260,12,36,8,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,TÜRKOMP/tarif hesabı gerekir Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
